full_date,year,month,month_name,country,daily_orders,gross_revenue,returns_revenue,net_revenue,is_q4
2010-07-09,2010,7,July,Poland,1,0.0,-32.3,-32.3,0
2010-07-09,2010,7,July,United Kingdom,49,17170.27,-3481.36,13688.91,0
2010-07-11,2010,7,July,United Kingdom,29,7856.43,-2.9,7853.53,0
2010-07-12,2010,7,July,EIRE,2,1039.39,0.0,1039.39,0
2010-07-12,2010,7,July,Germany,1,664.58,0.0,664.58,0
2010-07-12,2010,7,July,United Kingdom,62,18171.93,-284.9,17887.03,0
2010-07-13,2010,7,July,EIRE,2,1479.79,0.0,1479.79,0
2010-07-13,2010,7,July,Finland,1,639.08,0.0,639.08,0
2010-07-13,2010,7,July,United Kingdom,59,17747.58,-348.54,17399.04,0
2010-07-13,2010,7,July,Unspecified,1,1189.94,0.0,1189.94,0
2010-07-14,2010,7,July,Australia,1,0.0,-25.5,-25.5,0
2010-07-14,2010,7,July,EIRE,4,1999.32,-1.7,1997.62,0
2010-07-14,2010,7,July,Germany,2,0.0,-11.2,-11.2,0
2010-07-14,2010,7,July,Lithuania,1,1706.23,0.0,1706.23,0
2010-07-14,2010,7,July,United Kingdom,97,18942.37,-1230.89,17711.48,0
2010-07-14,2010,7,July,Unspecified,1,1189.94,0.0,1189.94,0
2010-07-15,2010,7,July,EIRE,1,794.22,0.0,794.22,0
2010-07-15,2010,7,July,France,3,1138.99,0.0,1138.99,0
2010-07-15,2010,7,July,Netherlands,2,196.65,0.0,196.65,0
2010-07-15,2010,7,July,United Kingdom,94,54532.83,-523.43,54009.4,0
2010-07-16,2010,7,July,Australia,1,336.24,0.0,336.24,0
2010-07-16,2010,7,July,EIRE,5,1729.95,-1004.7,725.25,0
2010-07-16,2010,7,July,Germany,2,2903.71,-39.15,2864.56,0
2010-07-16,2010,7,July,United Kingdom,122,17628.64,-1076.35,16552.29,0
2010-07-18,2010,7,July,EIRE,1,567.85,0.0,567.85,0
2010-07-18,2010,7,July,Germany,1,1511.37,0.0,1511.37,0
2010-07-18,2010,7,July,United Kingdom,40,13104.94,-195.74,12909.2,0
2010-07-19,2010,7,July,Belgium,2,639.38,0.0,639.38,0
2010-07-19,2010,7,July,EIRE,1,0.0,-8.5,-8.5,0
2010-07-19,2010,7,July,Finland,1,317.15,0.0,317.15,0
2010-07-19,2010,7,July,Germany,2,124.8,-46.25,78.55,0
2010-07-19,2010,7,July,Netherlands,1,3678.86,0.0,3678.86,0
2010-07-19,2010,7,July,Sweden,1,1518.96,0.0,1518.96,0
2010-07-19,2010,7,July,United Kingdom,59,24288.46,-76.95,24211.51,0
2010-07-20,2010,7,July,EIRE,1,788.4,0.0,788.4,0
2010-07-20,2010,7,July,Germany,1,451.9,0.0,451.9,0
2010-07-20,2010,7,July,Japan,1,617.5,0.0,617.5,0
2010-07-20,2010,7,July,United Kingdom,61,22988.57,-404.95,22583.62,0
2010-07-21,2010,7,July,Belgium,1,184.55,0.0,184.55,0
2010-07-21,2010,7,July,Channel Islands,1,0.0,-20.25,-20.25,0
2010-07-21,2010,7,July,France,1,0.0,-19.2,-19.2,0
2010-07-21,2010,7,July,Germany,3,1206.61,0.0,1206.61,0
2010-07-21,2010,7,July,United Kingdom,78,21004.89,-788.77,20216.12,0
2010-07-22,2010,7,July,France,1,402.16,0.0,402.16,0
2010-07-22,2010,7,July,Germany,1,0.0,-19.8,-19.8,0
2010-07-22,2010,7,July,Netherlands,1,68.8,0.0,68.8,0
2010-07-22,2010,7,July,Spain,1,77.8,0.0,77.8,0
2010-07-22,2010,7,July,United Kingdom,101,26304.28,-683.38,25620.9,0
2010-07-23,2010,7,July,France,1,1212.0,0.0,1212.0,0
2010-07-23,2010,7,July,Germany,2,865.97,0.0,865.97,0
2010-07-23,2010,7,July,Japan,2,617.5,-617.5,0.0,0
2010-07-23,2010,7,July,United Kingdom,49,23113.49,-184.47,22929.02,0
2010-07-25,2010,7,July,Belgium,1,342.83,0.0,342.83,0
2010-07-25,2010,7,July,Channel Islands,1,0.0,-12.75,-12.75,0
2010-07-25,2010,7,July,EIRE,2,5.8,-142.8,-137.0,0
2010-07-25,2010,7,July,France,1,132.28,0.0,132.28,0
2010-07-25,2010,7,July,Netherlands,1,49.2,0.0,49.2,0
2010-07-25,2010,7,July,Switzerland,1,320.38,0.0,320.38,0
2010-07-25,2010,7,July,United Kingdom,51,16483.42,-23.65,16459.77,0
2010-07-26,2010,7,July,EIRE,1,170.63,0.0,170.63,0
2010-07-26,2010,7,July,Germany,3,1379.34,-4.95,1374.39,0
2010-07-26,2010,7,July,Netherlands,1,622.0,0.0,622.0,0
2010-07-26,2010,7,July,Switzerland,1,0.0,-21.35,-21.35,0
2010-07-26,2010,7,July,United Kingdom,68,22407.44,-1756.84,20650.6,0
2010-07-27,2010,7,July,EIRE,1,559.42,0.0,559.42,0
2010-07-27,2010,7,July,France,2,354.44,0.0,354.44,0
2010-07-27,2010,7,July,Netherlands,1,179.93,0.0,179.93,0
2010-07-27,2010,7,July,Spain,2,175.78,-5.0,170.78,0
2010-07-27,2010,7,July,Sweden,1,1071.82,0.0,1071.82,0
2010-07-27,2010,7,July,United Kingdom,76,26149.48,-1677.45,24472.03,0
2010-07-28,2010,7,July,France,2,1978.45,0.0,1978.45,0
2010-07-28,2010,7,July,Spain,1,881.23,0.0,881.23,0
2010-07-28,2010,7,July,United Kingdom,81,20484.64,-359.0,20125.64,0
2010-07-29,2010,7,July,Belgium,1,194.1,0.0,194.1,0
2010-07-29,2010,7,July,EIRE,1,0.0,-29.95,-29.95,0
2010-07-29,2010,7,July,France,3,469.9,0.0,469.9,0
2010-07-29,2010,7,July,Germany,2,441.81,-12.0,429.81,0
2010-07-29,2010,7,July,United Kingdom,92,33701.98,-555.5,33146.48,0
2010-07-30,2010,7,July,EIRE,2,1143.6,0.0,1143.6,0
2010-07-30,2010,7,July,Germany,1,0.0,-5.1,-5.1,0
2010-07-30,2010,7,July,Sweden,1,0.0,-100.8,-100.8,0
2010-07-30,2010,7,July,USA,2,507.25,-23.85,483.4,0
2010-07-30,2010,7,July,United Kingdom,63,14438.06,-325.26,14112.8,0
2010-08-01,2010,8,August,United Kingdom,36,30519.04,-204.79,30314.25,0
2010-08-02,2010,8,August,Belgium,1,251.38,0.0,251.38,0
2010-08-02,2010,8,August,Germany,2,300.43,0.0,300.43,0
2010-08-02,2010,8,August,United Kingdom,69,26743.28,-178.34,26564.94,0
2010-08-03,2010,8,August,EIRE,2,1503.55,-7.13,1496.42,0
2010-08-03,2010,8,August,Germany,1,732.61,0.0,732.61,0
2010-08-03,2010,8,August,Japan,1,0.0,-3.25,-3.25,0
2010-08-03,2010,8,August,Spain,1,125.0,0.0,125.0,0
2010-08-03,2010,8,August,United Kingdom,79,23749.53,-766.05,22983.48,0
2010-08-04,2010,8,August,France,1,220.75,0.0,220.75,0
2010-08-04,2010,8,August,Germany,1,1108.8,0.0,1108.8,0
2010-08-04,2010,8,August,Netherlands,1,359.88,0.0,359.88,0
2010-08-04,2010,8,August,United Kingdom,61,19735.71,-800.93,18934.78,0
2010-08-05,2010,8,August,EIRE,1,921.76,0.0,921.76,0
2010-08-05,2010,8,August,France,2,0.0,-421.4,-421.4,0
2010-08-05,2010,8,August,Germany,1,541.2,0.0,541.2,0
2010-08-05,2010,8,August,United Kingdom,69,23045.52,-444.6,22600.92,0
2010-08-06,2010,8,August,EIRE,1,8.5,0.0,8.5,0
2010-08-06,2010,8,August,Germany,2,982.05,0.0,982.05,0
2010-08-06,2010,8,August,United Kingdom,56,14229.05,-1574.39,12654.66,0
2010-08-08,2010,8,August,EIRE,1,751.6,0.0,751.6,0
2010-08-08,2010,8,August,United Kingdom,46,13395.54,-74.36,13321.18,0
2010-08-09,2010,8,August,Denmark,1,505.91,0.0,505.91,0
2010-08-09,2010,8,August,EIRE,2,447.1,-5.95,441.15,0
2010-08-09,2010,8,August,France,2,12726.01,0.0,12726.01,0
2010-08-09,2010,8,August,Germany,1,0.0,-13.6,-13.6,0
2010-08-09,2010,8,August,Switzerland,1,380.61,0.0,380.61,0
2010-08-09,2010,8,August,United Kingdom,67,17651.46,-435.84,17215.62,0
2010-08-10,2010,8,August,Netherlands,3,17195.4,0.0,17195.4,0
2010-08-10,2010,8,August,Switzerland,1,949.62,0.0,949.62,0
2010-08-10,2010,8,August,United Kingdom,52,17675.3,-960.73,16714.57,0
2010-08-11,2010,8,August,EIRE,2,0.0,-83.57,-83.57,0
2010-08-11,2010,8,August,Germany,2,461.67,0.0,461.67,0
2010-08-11,2010,8,August,Portugal,1,282.3,0.0,282.3,0
2010-08-11,2010,8,August,United Kingdom,46,20291.77,-47.15,20244.62,0
2010-08-12,2010,8,August,EIRE,2,806.4,-52.5,753.9,0
2010-08-12,2010,8,August,Germany,1,0.0,-6.4,-6.4,0
2010-08-12,2010,8,August,Spain,1,117.09,0.0,117.09,0
2010-08-12,2010,8,August,United Kingdom,152,28049.64,-1201.17,26848.47,0
2010-08-13,2010,8,August,EIRE,1,487.87,0.0,487.87,0
2010-08-13,2010,8,August,Germany,1,0.0,-20.45,-20.45,0
2010-08-13,2010,8,August,Spain,1,115.4,0.0,115.4,0
2010-08-13,2010,8,August,Sweden,4,564.03,-70.0,494.03,0
2010-08-13,2010,8,August,United Kingdom,100,36228.45,-894.06,35334.39,0
2010-08-15,2010,8,August,EIRE,2,1676.72,0.0,1676.72,0
2010-08-15,2010,8,August,France,1,283.8,0.0,283.8,0
2010-08-15,2010,8,August,Netherlands,1,471.15,0.0,471.15,0
2010-08-15,2010,8,August,United Kingdom,57,19735.02,-135.1,19599.92,0
2010-08-16,2010,8,August,Germany,1,509.2,0.0,509.2,0
2010-08-16,2010,8,August,Sweden,2,2138.91,0.0,2138.91,0
2010-08-16,2010,8,August,United Kingdom,70,18232.09,-182.97,18049.12,0
2010-08-17,2010,8,August,Australia,1,176.0,0.0,176.0,0
2010-08-17,2010,8,August,Denmark,1,0.0,-10.0,-10.0,0
2010-08-17,2010,8,August,Germany,1,509.95,0.0,509.95,0
2010-08-17,2010,8,August,Netherlands,1,5897.68,0.0,5897.68,0
2010-08-17,2010,8,August,United Kingdom,62,23812.0,-388.97,23423.03,0
2010-08-18,2010,8,August,EIRE,2,12969.04,0.0,12969.04,0
2010-08-18,2010,8,August,Germany,2,631.33,0.0,631.33,0
2010-08-18,2010,8,August,United Kingdom,59,23637.33,-33.4,23603.93,0
2010-08-19,2010,8,August,Denmark,1,1838.32,0.0,1838.32,0
2010-08-19,2010,8,August,EIRE,4,1631.64,0.0,1631.64,0
2010-08-19,2010,8,August,Germany,1,671.25,0.0,671.25,0
2010-08-19,2010,8,August,Spain,1,0.0,-16.5,-16.5,0
2010-08-19,2010,8,August,Sweden,1,0.0,-39.95,-39.95,0
2010-08-19,2010,8,August,United Arab Emirates,1,2047.28,0.0,2047.28,0
2010-08-19,2010,8,August,United Kingdom,75,26847.76,-371.4,26476.36,0
2010-08-20,2010,8,August,Austria,1,1043.15,0.0,1043.15,0
2010-08-20,2010,8,August,Channel Islands,1,495.0,0.0,495.0,0
2010-08-20,2010,8,August,EIRE,4,1245.68,0.0,1245.68,0
2010-08-20,2010,8,August,Germany,2,385.7,-15.0,370.7,0
2010-08-20,2010,8,August,Netherlands,1,180.0,0.0,180.0,0
2010-08-20,2010,8,August,Nigeria,1,112.57,0.0,112.57,0
2010-08-20,2010,8,August,Norway,1,152.4,0.0,152.4,0
2010-08-20,2010,8,August,Switzerland,1,722.82,0.0,722.82,0
2010-08-20,2010,8,August,United Kingdom,53,21210.95,-287.17,20923.78,0
2010-08-22,2010,8,August,Belgium,1,325.4,0.0,325.4,0
2010-08-22,2010,8,August,EIRE,1,908.8,0.0,908.8,0
2010-08-22,2010,8,August,Germany,2,471.8,0.0,471.8,0
2010-08-22,2010,8,August,Spain,1,148.42,0.0,148.42,0
2010-08-22,2010,8,August,United Kingdom,59,20912.39,-63.6,20848.79,0
2010-08-23,2010,8,August,EIRE,3,761.59,0.0,761.59,0
2010-08-23,2010,8,August,France,1,1720.24,0.0,1720.24,0
2010-08-23,2010,8,August,Greece,1,721.71,0.0,721.71,0
2010-08-23,2010,8,August,United Kingdom,56,18161.3,-265.48,17895.82,0
2010-08-23,2010,8,August,West Indies,1,536.41,0.0,536.41,0
2010-08-24,2010,8,August,EIRE,2,310.86,-27.75,283.11,0
2010-08-24,2010,8,August,Germany,3,881.8,-23.85,857.95,0
2010-08-24,2010,8,August,Netherlands,1,294.0,0.0,294.0,0
2010-08-24,2010,8,August,United Kingdom,68,25998.43,-1964.61,24033.82,0
2010-08-25,2010,8,August,France,3,1368.5,0.0,1368.5,0
2010-08-25,2010,8,August,Germany,2,669.73,0.0,669.73,0
2010-08-25,2010,8,August,Switzerland,1,0.0,-59.4,-59.4,0
2010-08-25,2010,8,August,United Kingdom,97,29676.38,-793.55,28882.83,0
2010-08-26,2010,8,August,Channel Islands,1,868.14,0.0,868.14,0
2010-08-26,2010,8,August,EIRE,1,426.93,0.0,426.93,0
2010-08-26,2010,8,August,Germany,2,699.8,-15.9,683.9,0
2010-08-26,2010,8,August,Netherlands,1,483.49,0.0,483.49,0
2010-08-26,2010,8,August,Poland,1,527.44,0.0,527.44,0
2010-08-26,2010,8,August,Portugal,1,180.92,0.0,180.92,0
2010-08-26,2010,8,August,United Kingdom,92,32141.74,-740.63,31401.11,0
2010-08-27,2010,8,August,Malta,1,1868.56,0.0,1868.56,0
2010-08-27,2010,8,August,United Kingdom,44,13468.93,-19258.33,-5789.4,0
2010-08-29,2010,8,August,United Kingdom,40,14487.43,-6.35,14481.08,0
2010-08-31,2010,8,August,Belgium,1,1136.84,0.0,1136.84,0
2010-08-31,2010,8,August,Denmark,1,298.8,0.0,298.8,0
2010-08-31,2010,8,August,EIRE,2,1147.67,0.0,1147.67,0
2010-08-31,2010,8,August,France,2,251.02,0.0,251.02,0
2010-08-31,2010,8,August,Germany,3,360.8,-75.85,284.95,0
2010-08-31,2010,8,August,Netherlands,2,147.09,-226.2,-79.11,0
2010-08-31,2010,8,August,Spain,1,794.08,0.0,794.08,0
2010-08-31,2010,8,August,United Kingdom,61,29959.61,-190.62,29768.99,0
2010-09-01,2010,9,September,Cyprus,1,410.34,0.0,410.34,0
2010-09-01,2010,9,September,EIRE,1,0.0,-72.5,-72.5,0
2010-09-01,2010,9,September,France,1,0.0,-52.1,-52.1,0
2010-09-01,2010,9,September,Germany,5,975.92,-88.49,887.43,0
2010-09-01,2010,9,September,Netherlands,3,6585.79,-51.0,6534.79,0
2010-09-01,2010,9,September,Portugal,1,0.0,-19.8,-19.8,0
2010-09-01,2010,9,September,United Arab Emirates,2,383.24,0.0,383.24,0
2010-09-01,2010,9,September,United Kingdom,68,14421.61,-624.36,13797.25,0
2010-09-01,2010,9,September,Unspecified,2,590.65,-10.2,580.45,0
2010-09-02,2010,9,September,Australia,1,127.0,0.0,127.0,0
2010-09-02,2010,9,September,Austria,2,130.0,-130.0,0.0,0
2010-09-02,2010,9,September,EIRE,1,783.84,0.0,783.84,0
2010-09-02,2010,9,September,France,4,2178.05,0.0,2178.05,0
2010-09-02,2010,9,September,Germany,1,103.0,0.0,103.0,0
2010-09-02,2010,9,September,Netherlands,2,5154.12,0.0,5154.12,0
2010-09-02,2010,9,September,Switzerland,2,1483.09,0.0,1483.09,0
2010-09-02,2010,9,September,United Kingdom,84,25217.37,-425.45,24791.92,0
2010-09-03,2010,9,September,Austria,1,290.69,0.0,290.69,0
2010-09-03,2010,9,September,Belgium,1,114.0,0.0,114.0,0
2010-09-03,2010,9,September,France,2,1184.82,0.0,1184.82,0
2010-09-03,2010,9,September,Portugal,1,189.65,0.0,189.65,0
2010-09-03,2010,9,September,Spain,1,0.0,-14.85,-14.85,0
2010-09-03,2010,9,September,United Kingdom,72,35478.98,-389.64,35089.34,0
2010-09-05,2010,9,September,Cyprus,1,127.05,0.0,127.05,0
2010-09-05,2010,9,September,EIRE,1,1102.59,0.0,1102.59,0
2010-09-05,2010,9,September,France,1,170.3,0.0,170.3,0
2010-09-05,2010,9,September,Germany,1,619.14,0.0,619.14,0
2010-09-05,2010,9,September,United Kingdom,32,10354.67,-18.95,10335.72,0
2010-09-06,2010,9,September,Channel Islands,1,750.9,0.0,750.9,0
2010-09-06,2010,9,September,EIRE,1,559.3,0.0,559.3,0
2010-09-06,2010,9,September,France,1,434.02,0.0,434.02,0
2010-09-06,2010,9,September,Germany,1,468.0,0.0,468.0,0
2010-09-06,2010,9,September,Poland,2,168.6,-186.4,-17.8,0
2010-09-06,2010,9,September,Portugal,1,1095.95,0.0,1095.95,0
2010-09-06,2010,9,September,Singapore,3,2784.82,0.0,2784.82,0
2010-09-06,2010,9,September,Spain,1,781.22,0.0,781.22,0
2010-09-06,2010,9,September,Sweden,1,2204.76,0.0,2204.76,0
2010-09-06,2010,9,September,United Kingdom,60,19538.06,-52.65,19485.41,0
2010-09-07,2010,9,September,EIRE,1,812.13,0.0,812.13,0
2010-09-07,2010,9,September,France,1,268.31,0.0,268.31,0
2010-09-07,2010,9,September,Germany,1,256.99,0.0,256.99,0
2010-09-07,2010,9,September,Netherlands,1,1620.0,0.0,1620.0,0
2010-09-07,2010,9,September,Poland,1,180.87,0.0,180.87,0
2010-09-07,2010,9,September,United Kingdom,50,24354.81,-16.8,24338.01,0
2010-09-08,2010,9,September,Austria,1,0.0,-91.05,-91.05,0
2010-09-08,2010,9,September,EIRE,2,1389.46,0.0,1389.46,0
2010-09-08,2010,9,September,France,1,281.02,0.0,281.02,0
2010-09-08,2010,9,September,Germany,2,620.48,0.0,620.48,0
2010-09-08,2010,9,September,Italy,1,368.7,0.0,368.7,0
2010-09-08,2010,9,September,United Kingdom,56,14951.21,-121.92,14829.29,0
2010-09-09,2010,9,September,Belgium,1,326.65,0.0,326.65,0
2010-09-09,2010,9,September,EIRE,1,0.0,-11.56,-11.56,0
2010-09-09,2010,9,September,Finland,1,642.52,0.0,642.52,0
2010-09-09,2010,9,September,France,4,3703.77,0.0,3703.77,0
2010-09-09,2010,9,September,Germany,4,1270.65,-34.0,1236.65,0
2010-09-09,2010,9,September,Japan,1,1895.0,0.0,1895.0,0
2010-09-09,2010,9,September,United Kingdom,84,17343.37,-713.16,16630.21,0
2010-09-10,2010,9,September,France,1,0.0,-80.85,-80.85,0
2010-09-10,2010,9,September,Germany,1,675.17,0.0,675.17,0
2010-09-10,2010,9,September,Netherlands,1,347.8,0.0,347.8,0
2010-09-10,2010,9,September,United Kingdom,47,16564.3,-1004.9,15559.4,0
2010-09-12,2010,9,September,EIRE,1,563.9,0.0,563.9,0
2010-09-12,2010,9,September,United Kingdom,47,13802.64,-7.95,13794.69,0
2010-09-12,2010,9,September,Unspecified,1,1387.5,0.0,1387.5,0
2010-09-13,2010,9,September,EIRE,3,1986.28,-8.85,1977.43,0
2010-09-13,2010,9,September,France,1,0.0,-22.7,-22.7,0
2010-09-13,2010,9,September,Germany,4,642.77,-27.95,614.82,0
2010-09-13,2010,9,September,Lebanon,1,211.7,0.0,211.7,0
2010-09-13,2010,9,September,United Kingdom,101,35587.03,-180.67,35406.36,0
2010-09-14,2010,9,September,France,2,971.59,0.0,971.59,0
2010-09-14,2010,9,September,Germany,4,1456.14,-9.75,1446.39,0
2010-09-14,2010,9,September,Netherlands,1,177.41,0.0,177.41,0
2010-09-14,2010,9,September,Spain,1,105.6,0.0,105.6,0
2010-09-14,2010,9,September,Sweden,1,417.2,0.0,417.2,0
2010-09-14,2010,9,September,USA,1,0.0,-74.2,-74.2,0
2010-09-14,2010,9,September,United Kingdom,56,18118.99,-18.99,18100.0,0
2010-09-15,2010,9,September,Belgium,2,465.46,0.0,465.46,0
2010-09-15,2010,9,September,EIRE,1,5099.44,0.0,5099.44,0
2010-09-15,2010,9,September,France,1,18.0,0.0,18.0,0
2010-09-15,2010,9,September,Germany,2,3676.33,0.0,3676.33,0
2010-09-15,2010,9,September,Korea,1,168.69,0.0,168.69,0
2010-09-15,2010,9,September,Netherlands,1,4422.25,0.0,4422.25,0
2010-09-15,2010,9,September,Spain,1,497.34,0.0,497.34,0
2010-09-15,2010,9,September,Switzerland,1,358.67,0.0,358.67,0
2010-09-15,2010,9,September,United Kingdom,83,20131.67,-280.6,19851.07,0
2010-09-16,2010,9,September,Austria,1,1259.48,0.0,1259.48,0
2010-09-16,2010,9,September,EIRE,2,1982.43,0.0,1982.43,0
2010-09-16,2010,9,September,France,1,75.0,0.0,75.0,0
2010-09-16,2010,9,September,Germany,3,177.8,-49.8,128.0,0
2010-09-16,2010,9,September,Norway,1,973.69,0.0,973.69,0
2010-09-16,2010,9,September,Portugal,1,594.07,0.0,594.07,0
2010-09-16,2010,9,September,United Kingdom,103,22129.92,-662.0,21467.92,0
2010-09-17,2010,9,September,EIRE,1,0.0,-13.2,-13.2,0
2010-09-17,2010,9,September,France,1,0.0,-4.95,-4.95,0
2010-09-17,2010,9,September,Germany,1,397.82,0.0,397.82,0
2010-09-17,2010,9,September,Portugal,1,964.21,0.0,964.21,0
2010-09-17,2010,9,September,Spain,2,1448.75,0.0,1448.75,0
2010-09-17,2010,9,September,United Kingdom,74,18406.26,-749.54,17656.72,0
2010-09-19,2010,9,September,Netherlands,1,2060.26,0.0,2060.26,0
2010-09-19,2010,9,September,United Kingdom,59,21020.88,-14.95,21005.93,0
2010-09-20,2010,9,September,Australia,1,658.83,0.0,658.83,0
2010-09-20,2010,9,September,Belgium,1,284.8,0.0,284.8,0
2010-09-20,2010,9,September,Cyprus,1,483.14,0.0,483.14,0
2010-09-20,2010,9,September,EIRE,3,2122.76,0.0,2122.76,0
2010-09-20,2010,9,September,France,3,402.83,-18.0,384.83,0
2010-09-20,2010,9,September,Germany,3,1173.61,-7.5,1166.11,0
2010-09-20,2010,9,September,United Kingdom,75,37522.51,-923.36,36599.15,0
2010-09-21,2010,9,September,Brazil,1,268.27,0.0,268.27,0
2010-09-21,2010,9,September,Channel Islands,2,2620.41,0.0,2620.41,0
2010-09-21,2010,9,September,EIRE,6,3289.09,-9.7,3279.39,0
2010-09-21,2010,9,September,Germany,3,504.51,-60.4,444.11,0
2010-09-21,2010,9,September,Netherlands,1,364.41,0.0,364.41,0
2010-09-21,2010,9,September,United Kingdom,130,55896.32,-1010.4,54885.92,0
2010-09-22,2010,9,September,Channel Islands,4,885.0,-885.0,0.0,0
2010-09-22,2010,9,September,France,1,594.7,0.0,594.7,0
2010-09-22,2010,9,September,Greece,1,780.06,0.0,780.06,0
2010-09-22,2010,9,September,Italy,1,1011.86,0.0,1011.86,0
2010-09-22,2010,9,September,Spain,1,0.0,-6.4,-6.4,0
2010-09-22,2010,9,September,United Kingdom,94,27124.02,0.0,27124.02,0
2010-09-23,2010,9,September,EIRE,1,635.34,0.0,635.34,0
2010-09-23,2010,9,September,France,3,2500.58,-9.9,2490.68,0
2010-09-23,2010,9,September,United Kingdom,95,33121.39,-97.99,33023.4,0
2010-09-24,2010,9,September,Channel Islands,2,980.33,0.0,980.33,0
2010-09-24,2010,9,September,Denmark,2,1046.65,0.0,1046.65,0
2010-09-24,2010,9,September,Netherlands,2,23543.0,0.0,23543.0,0
2010-09-24,2010,9,September,Portugal,1,0.0,-17.3,-17.3,0
2010-09-24,2010,9,September,United Kingdom,69,22822.87,-782.77,22040.1,0
2010-09-26,2010,9,September,EIRE,1,237.85,0.0,237.85,0
2010-09-26,2010,9,September,Portugal,1,0.0,-17.3,-17.3,0
2010-09-26,2010,9,September,United Kingdom,74,21667.87,-482.85,21185.02,0
2010-09-27,2010,9,September,Denmark,1,678.6,0.0,678.6,0
2010-09-27,2010,9,September,EIRE,6,10094.37,-5039.08,5055.29,0
2010-09-27,2010,9,September,Finland,1,222.16,0.0,222.16,0
2010-09-27,2010,9,September,Germany,4,1422.78,-4.95,1417.83,0
2010-09-27,2010,9,September,Netherlands,2,99.72,0.0,99.72,0
2010-09-27,2010,9,September,United Kingdom,81,90428.34,-87.24,90341.1,0
2010-09-28,2010,9,September,Belgium,1,0.0,-0.85,-0.85,0
2010-09-28,2010,9,September,EIRE,2,2432.18,0.0,2432.18,0
2010-09-28,2010,9,September,France,1,0.0,-11880.84,-11880.84,0
2010-09-28,2010,9,September,Germany,3,1221.28,-20.4,1200.88,0
2010-09-28,2010,9,September,Netherlands,1,602.38,0.0,602.38,0
2010-09-28,2010,9,September,Portugal,1,17.3,0.0,17.3,0
2010-09-28,2010,9,September,United Kingdom,163,42274.7,-891.68,41383.02,0
2010-09-29,2010,9,September,EIRE,3,1021.25,0.0,1021.25,0
2010-09-29,2010,9,September,France,1,0.0,-7.65,-7.65,0
2010-09-29,2010,9,September,Germany,1,0.0,-34.75,-34.75,0
2010-09-29,2010,9,September,Spain,1,937.54,0.0,937.54,0
2010-09-29,2010,9,September,Sweden,2,277.6,0.0,277.6,0
2010-09-29,2010,9,September,United Kingdom,121,35832.59,-276.34,35556.25,0
2010-09-30,2010,9,September,Channel Islands,1,919.7,0.0,919.7,0
2010-09-30,2010,9,September,EIRE,3,2151.26,-3.4,2147.86,0
2010-09-30,2010,9,September,France,3,692.59,-73.75,618.84,0
2010-09-30,2010,9,September,Germany,4,2077.79,-27.25,2050.54,0
2010-09-30,2010,9,September,Netherlands,1,15.0,0.0,15.0,0
2010-09-30,2010,9,September,Poland,1,0.0,-17.7,-17.7,0
2010-09-30,2010,9,September,Portugal,1,103.4,0.0,103.4,0
2010-09-30,2010,9,September,Switzerland,1,632.68,0.0,632.68,0
2010-09-30,2010,9,September,United Kingdom,104,39957.82,-391.47,39566.35,0
2010-10-01,2010,10,October,Austria,1,195.6,0.0,195.6,1
2010-10-01,2010,10,October,Channel Islands,1,1616.44,0.0,1616.44,1
2010-10-01,2010,10,October,Finland,1,534.76,0.0,534.76,1
2010-10-01,2010,10,October,Germany,7,485.95,-96.28,389.67,1
2010-10-01,2010,10,October,Italy,1,0.0,-413.4,-413.4,1
2010-10-01,2010,10,October,Netherlands,2,3272.5,0.0,3272.5,1
2010-10-01,2010,10,October,Spain,1,202.06,0.0,202.06,1
2010-10-01,2010,10,October,Sweden,1,572.69,0.0,572.69,1
2010-10-01,2010,10,October,United Kingdom,73,30730.18,-230.9,30499.28,1
2010-10-03,2010,10,October,EIRE,5,9154.71,-32.85,9121.86,1
2010-10-03,2010,10,October,France,2,987.92,0.0,987.92,1
2010-10-03,2010,10,October,Germany,1,239.01,0.0,239.01,1
2010-10-03,2010,10,October,Spain,1,2443.98,0.0,2443.98,1
2010-10-03,2010,10,October,United Kingdom,80,25968.73,-234.05,25734.68,1
2010-10-04,2010,10,October,EIRE,2,451.4,-20.4,431.0,1
2010-10-04,2010,10,October,Finland,1,0.0,-29.3,-29.3,1
2010-10-04,2010,10,October,France,2,557.46,-5.0,552.46,1
2010-10-04,2010,10,October,Germany,4,1747.26,-3.75,1743.51,1
2010-10-04,2010,10,October,Korea,1,0.0,-168.69,-168.69,1
2010-10-04,2010,10,October,Sweden,1,1037.28,0.0,1037.28,1
2010-10-04,2010,10,October,United Kingdom,90,35606.08,-101.25,35504.83,1
2010-10-05,2010,10,October,Channel Islands,1,0.0,-17.0,-17.0,1
2010-10-05,2010,10,October,EIRE,2,485.14,0.0,485.14,1
2010-10-05,2010,10,October,France,1,253.55,0.0,253.55,1
2010-10-05,2010,10,October,Germany,3,1219.55,-5.8,1213.75,1
2010-10-05,2010,10,October,Portugal,1,0.0,-60.6,-60.6,1
2010-10-05,2010,10,October,Spain,1,211.31,0.0,211.31,1
2010-10-05,2010,10,October,United Kingdom,173,52652.51,-1142.09,51510.42,1
2010-10-06,2010,10,October,Belgium,1,65.3,0.0,65.3,1
2010-10-06,2010,10,October,EIRE,2,1002.91,0.0,1002.91,1
2010-10-06,2010,10,October,Germany,1,1962.8,0.0,1962.8,1
